Nome;Exercício 1;Exercício 2;Exercício 3;Exercício 4;Exercício 5;Nota Final;Situação
Aluno_1030;20;15;17;0;13;13.0;Aprovado
Aluno_1031;13;5;4;7;9;7.6;Reprovado
Aluno_1032;3;16;17;15;7;11.6;Aprovado
Aluno_1033;0;9;2;1;6;3.6;Reprovado
Aluno_1034;18;17;2;7;7;10.2;Aprovado
Aluno_1035;7;17;9;5;7;9.0;Reprovado
Aluno_1036;14;2;18;15;1;10.0;Aprovado
Aluno_1037;20;19;2;10;15;13.2;Aprovado
Aluno_1038;14;20;11;16;8;13.8;Aprovado
Aluno_1039;8;14;15;18;12;13.4;Aprovado
Aluno_1040;20;14;16;10;11;14.2;Aprovado
Aluno_1041;8;3;6;7;16;8.0;Reprovado
Aluno_1042;9;8;12;3;1;6.6;Reprovado
Aluno_1043;19;18;1;10;12;12.0;Aprovado
Aluno_1044;20;16;3;7;0;9.2;Reprovado
Aluno_1045;8;10;9;8;18;10.6;Aprovado
Aluno_1046;2;8;6;1;10;5.4;Reprovado
Aluno_1047;19;9;16;15;4;12.6;Aprovado
Aluno_1048;10;17;19;5;0;10.2;Aprovado
Aluno_1049;5;19;5;20;19;13.6;Aprovado
Aluno_1050;1;12;18;20;12;12.6;Aprovado
Aluno_1051;6;7;4;18;7;8.4;Reprovado
Aluno_1052;17;6;9;7;5;8.8;Reprovado
Aluno_1053;1;16;8;13;16;10.8;Aprovado
Aluno_1054;16;20;12;15;11;14.8;Aprovado
Aluno_1055;10;14;18;11;0;10.6;Aprovado
Aluno_1056;11;19;20;4;2;11.2;Aprovado
Aluno_1057;18;14;5;18;13;13.6;Aprovado
Aluno_1058;6;0;3;17;7;6.6;Reprovado
Aluno_1059;19;13;2;8;10;10.4;Aprovado
Aluno_1060;5;4;2;1;13;5.0;Reprovado
Aluno_1061;20;10;3;19;7;11.8;Aprovado
Aluno_1062;0;15;4;11;2;6.4;Reprovado
Aluno_1063;16;1;7;1;6;6.2;Reprovado
Aluno_1064;10;7;15;9;18;11.8;Aprovado
Aluno_1065;17;10;2;0;3;6.4;Reprovado
Aluno_1066;20;17;11;3;15;13.2;Aprovado
Aluno_1067;16;2;7;11;12;9.6;Aprovado
Aluno_1068;6;0;12;8;19;9.0;Reprovado
Aluno_1069;16;10;3;3;18;10.0;Aprovado
Aluno_1070;19;15;13;8;4;11.8;Aprovado
Aluno_1071;8;17;13;5;4;9.4;Reprovado
Aluno_1072;16;15;12;0;19;12.4;Aprovado
Aluno_1073;19;9;5;9;3;9.0;Reprovado
Aluno_1074;7;17;16;13;1;10.8;Aprovado
Aluno_1075;16;5;3;17;12;10.6;Aprovado
Aluno_1076;6;18;7;5;15;10.2;Aprovado
Aluno_1077;0;3;16;17;1;7.4;Reprovado
Aluno_1078;12;12;2;19;18;12.6;Aprovado
Aluno_1079;18;13;16;15;16;15.6;Aprovado
Aluno_1080;18;2;8;14;4;9.2;Reprovado
Aluno_1081;16;9;1;15;17;11.6;Aprovado
Aluno_1082;12;5;12;7;20;11.2;Aprovado
Aluno_1083;15;0;19;12;17;12.6;Aprovado
Aluno_1084;7;13;1;10;7;7.6;Reprovado
Aluno_1085;18;7;19;6;14;12.8;Aprovado
Aluno_1086;17;18;10;16;12;14.6;Aprovado
Aluno_1087;0;13;14;17;12;11.2;Aprovado
Aluno_1088;13;9;10;18;15;13.0;Aprovado
Aluno_1089;18;16;2;12;19;13.4;Aprovado
Aluno_1090;14;8;2;14;12;10.0;Aprovado
Aluno_1091;17;5;11;0;19;10.4;Aprovado
Aluno_1092;1;10;4;15;1;6.2;Reprovado
Aluno_1093;16;6;19;4;2;9.4;Reprovado
Aluno_1094;17;16;6;2;14;11.0;Aprovado
Aluno_1095;5;0;6;9;18;7.6;Reprovado
Aluno_1096;18;4;12;18;12;12.8;Aprovado
Aluno_1097;3;8;8;4;4;5.4;Reprovado
Aluno_1098;0;17;20;6;5;9.6;Aprovado
Aluno_1099;7;20;12;13;13;13.0;Aprovado
Aluno_1100;6;1;11;2;3;4.6;Reprovado
Aluno_1101;2;10;12;12;18;10.8;Aprovado
Aluno_1102;9;5;9;12;6;8.2;Reprovado
Aluno_1103;9;7;0;9;3;5.6;Reprovado
Aluno_1104;18;3;7;1;1;6.0;Reprovado
Aluno_1105;13;17;15;5;6;11.2;Aprovado
Aluno_1106;1;10;12;7;2;6.4;Reprovado
Aluno_1107;0;4;2;3;14;4.6;Reprovado
Aluno_1108;17;14;2;11;0;8.8;Reprovado
Aluno_1109;6;17;4;14;1;8.4;Reprovado
Aluno_1110;7;1;10;7;9;6.8;Reprovado
Aluno_1111;0;10;6;6;15;7.4;Reprovado
Aluno_1112;2;12;20;13;14;12.2;Aprovado
Aluno_1113;7;3;9;18;14;10.2;Aprovado
Aluno_1114;14;6;9;13;13;11.0;Aprovado
Aluno_1115;4;10;19;12;13;11.6;Aprovado
Aluno_1116;2;3;1;20;5;6.2;Reprovado
Aluno_1117;18;14;2;0;13;9.4;Reprovado
Aluno_1118;0;0;7;18;16;8.2;Reprovado
Aluno_1119;14;2;10;0;17;8.6;Reprovado
Aluno_1120;7;13;12;3;19;10.8;Aprovado
Aluno_1121;1;5;6;9;18;7.8;Reprovado
Aluno_1122;2;17;12;2;16;9.8;Aprovado
Aluno_1123;13;0;1;19;15;9.6;Aprovado
Aluno_1124;13;5;5;8;7;7.6;Reprovado
Aluno_1125;10;5;8;2;6;6.2;Reprovado
Aluno_1126;15;20;19;5;19;15.6;Aprovado
Aluno_1127;3;15;1;5;11;7.0;Reprovado
Aluno_1128;19;4;17;11;8;11.8;Aprovado
Aluno_1129;4;16;15;0;13;9.6;Aprovado
Aluno_1130;20;9;11;15;19;14.8;Aprovado
Aluno_1131;13;20;6;4;0;8.6;Reprovado
Aluno_1132;15;17;6;8;9;11.0;Aprovado
Aluno_1133;17;6;16;9;16;12.8;Aprovado
Aluno_1134;6;2;12;12;16;9.6;Aprovado
Aluno_1135;9;12;10;14;16;12.2;Aprovado
Aluno_1136;6;14;5;11;3;7.8;Reprovado
Aluno_1137;0;19;13;4;16;10.4;Aprovado
Aluno_1138;20;18;5;4;17;12.8;Aprovado
Aluno_1139;18;2;5;17;19;12.2;Aprovado
Aluno_1140;15;3;1;11;1;6.2;Reprovado
Aluno_1141;18;4;19;2;7;10.0;Aprovado
Aluno_1142;3;0;14;6;12;7.0;Reprovado
Aluno_1143;17;3;16;16;19;14.2;Aprovado
Aluno_1144;1;11;7;18;14;10.2;Aprovado
Aluno_1145;0;9;4;17;19;9.8;Aprovado
Aluno_1146;14;20;16;0;8;11.6;Aprovado
Aluno_1147;4;19;19;4;2;9.6;Aprovado
Aluno_1148;19;12;0;1;2;6.8;Reprovado
Aluno_1149;10;13;17;0;1;8.2;Reprovado
Aluno_1150;9;4;14;6;0;6.6;Reprovado
Aluno_1151;1;3;4;10;13;6.2;Reprovado
Aluno_1152;2;13;6;10;16;9.4;Reprovado
Aluno_1153;11;9;17;17;12;13.2;Aprovado
Aluno_1154;19;16;5;16;18;14.8;Aprovado
Aluno_1155;4;9;20;1;14;9.6;Aprovado
Aluno_1156;4;6;4;6;13;6.6;Reprovado
Aluno_1157;5;15;18;6;1;9.0;Reprovado
Aluno_1158;8;0;9;9;6;6.4;Reprovado
Aluno_1159;1;16;14;20;16;13.4;Aprovado
Aluno_1160;20;20;9;2;17;13.6;Aprovado
Aluno_1161;11;8;15;11;5;10.0;Aprovado
Aluno_1162;2;5;11;2;20;8.0;Reprovado
Aluno_1163;19;18;17;10;7;14.2;Aprovado
Aluno_1164;11;12;0;11;1;7.0;Reprovado
Aluno_1165;16;2;15;3;0;7.2;Reprovado
Aluno_1166;9;6;5;15;15;10.0;Aprovado
Aluno_1167;13;8;2;19;6;9.6;Aprovado
Aluno_1168;16;4;1;17;10;9.6;Aprovado
Aluno_1169;17;9;1;3;14;8.8;Reprovado
Aluno_1170;18;16;12;5;12;12.6;Aprovado
Aluno_1171;16;11;8;20;1;11.2;Aprovado
Aluno_1172;13;15;15;14;13;14.0;Aprovado
Aluno_1173;8;2;4;0;5;3.8;Reprovado
Aluno_1174;7;8;20;2;8;9.0;Reprovado
Aluno_1175;1;14;6;4;6;6.2;Reprovado
Aluno_1176;12;4;12;16;17;12.2;Aprovado
Aluno_1177;6;12;19;13;8;11.6;Aprovado
Aluno_1178;8;13;12;8;3;8.8;Reprovado
Aluno_1179;10;19;6;2;8;9.0;Reprovado
Aluno_1180;13;14;9;12;3;10.2;Aprovado
Aluno_1181;3;15;14;2;11;9.0;Reprovado
Aluno_1182;12;12;20;10;3;11.4;Aprovado
Aluno_1183;1;16;5;1;19;8.4;Reprovado
Aluno_1184;4;7;4;14;13;8.4;Reprovado
Aluno_1185;10;20;1;12;6;9.8;Aprovado
Aluno_1186;5;1;20;18;12;11.2;Aprovado
Aluno_1187;17;4;14;15;7;11.4;Aprovado
Aluno_1188;20;5;15;17;4;12.2;Aprovado
Aluno_1189;9;11;18;6;11;11.0;Aprovado
Aluno_1190;3;17;8;12;12;10.4;Aprovado
Aluno_1191;8;0;18;3;19;9.6;Aprovado
Aluno_1192;5;16;6;8;13;9.6;Aprovado
Aluno_1193;1;10;3;9;17;8.0;Reprovado
Aluno_1194;16;9;2;8;19;10.8;Aprovado
Aluno_1195;4;18;19;6;3;10.0;Aprovado
Aluno_1196;5;13;10;14;20;12.4;Aprovado
Aluno_1197;11;9;0;7;17;8.8;Reprovado
Aluno_1198;20;14;5;18;6;12.6;Aprovado
Aluno_1199;9;18;10;10;14;12.2;Aprovado
Aluno_1200;20;3;0;4;20;9.4;Reprovado
Aluno_1201;5;1;20;1;5;6.4;Reprovado
Aluno_1202;7;8;6;9;15;9.0;Reprovado
Aluno_1203;1;9;5;15;19;9.8;Aprovado
Aluno_1204;11;10;13;12;7;10.6;Aprovado
Aluno_1205;12;13;1;7;20;10.6;Aprovado
Aluno_1206;20;6;3;8;15;10.4;Aprovado
Aluno_1207;6;14;10;10;15;11.0;Aprovado
Aluno_1208;9;18;14;10;2;10.6;Aprovado
Aluno_1209;12;14;17;15;16;14.8;Aprovado
Aluno_1210;16;7;0;9;8;8.0;Reprovado
Aluno_1211;20;10;2;11;2;9.0;Reprovado
Aluno_1212;13;8;2;5;19;9.4;Reprovado
Aluno_1213;1;14;6;11;6;7.6;Reprovado
Aluno_1214;10;0;0;9;17;7.2;Reprovado
Aluno_1215;0;0;10;17;11;7.6;Reprovado
Aluno_1216;18;18;5;17;18;15.2;Aprovado
Aluno_1217;20;2;19;3;15;11.8;Aprovado
Aluno_1218;3;9;2;8;16;7.6;Reprovado
Aluno_1219;18;7;18;6;19;13.6;Aprovado
Aluno_1220;20;14;1;17;14;13.2;Aprovado
Aluno_1221;10;9;17;7;0;8.6;Reprovado
Aluno_1222;7;0;11;10;1;5.8;Reprovado
Aluno_1223;10;17;9;6;7;9.8;Aprovado
Aluno_1224;3;1;4;8;1;3.4;Reprovado
Aluno_1225;16;18;8;7;18;13.4;Aprovado
Aluno_1226;6;12;1;2;8;5.8;Reprovado
Aluno_1227;7;0;1;16;8;6.4;Reprovado
Aluno_1228;2;1;5;1;12;4.2;Reprovado
Aluno_1229;1;15;9;14;5;8.8;Reprovado
Aluno_1230;14;14;17;13;14;14.4;Aprovado
Aluno_1231;4;12;11;17;18;12.4;Aprovado
Aluno_1232;0;15;3;15;20;10.6;Aprovado
Aluno_1233;3;16;20;19;14;14.4;Aprovado
Aluno_1234;14;20;16;3;17;14.0;Aprovado
Aluno_1235;19;6;14;19;6;12.8;Aprovado
Aluno_1236;18;16;5;5;10;10.8;Aprovado
Aluno_1237;2;6;15;5;7;7.0;Reprovado
Aluno_1238;19;12;16;10;5;12.4;Aprovado
Aluno_1239;10;4;2;16;7;7.8;Reprovado
Aluno_1240;16;16;9;2;1;8.8;Reprovado
Aluno_1241;12;2;4;12;18;9.6;Aprovado
Aluno_1242;10;6;13;2;15;9.2;Reprovado
Aluno_1243;1;16;20;15;6;11.6;Aprovado
Aluno_1244;8;6;12;14;9;9.8;Aprovado
Aluno_1245;1;20;5;10;11;9.4;Reprovado
Aluno_1246;20;0;11;17;16;12.8;Aprovado
Aluno_1247;8;16;7;14;6;10.2;Aprovado
Aluno_1248;8;16;4;4;7;7.8;Reprovado
Aluno_1249;7;10;14;15;6;10.4;Aprovado
Aluno_1250;16;2;15;15;3;10.2;Aprovado
Aluno_1251;0;14;0;16;2;6.4;Reprovado
Aluno_1252;10;20;15;8;18;14.2;Aprovado
Aluno_1253;7;10;4;2;14;7.4;Reprovado
Aluno_1254;9;15;2;19;3;9.6;Aprovado
Aluno_1255;6;8;19;12;8;10.6;Aprovado
Aluno_1256;2;0;14;2;12;6.0;Reprovado
Aluno_1257;2;15;12;6;17;10.4;Aprovado
Aluno_1258;17;8;15;5;20;13.0;Aprovado
Aluno_1259;4;18;10;8;15;11.0;Aprovado
Aluno_1260;11;11;20;11;0;10.6;Aprovado
Aluno_1261;11;18;1;14;3;9.4;Reprovado
Aluno_1262;18;8;5;20;17;13.6;Aprovado
Aluno_1263;5;6;5;19;7;8.4;Reprovado
Aluno_1264;1;13;13;2;19;9.6;Aprovado
Aluno_1265;11;18;10;9;15;12.6;Aprovado
Aluno_1266;18;18;7;0;20;12.6;Aprovado
Aluno_1267;4;1;7;18;10;8.0;Reprovado
Aluno_1268;11;8;0;18;19;11.2;Aprovado
Aluno_1269;16;12;20;12;20;16.0;Aprovado
Aluno_1270;16;14;6;11;20;13.4;Aprovado
Aluno_1271;9;2;5;0;20;7.2;Reprovado
Aluno_1272;16;10;20;18;18;16.4;Aprovado
Aluno_1273;14;20;7;15;18;14.8;Aprovado
Aluno_1274;11;13;18;14;17;14.6;Aprovado
Aluno_1275;15;7;20;15;18;15.0;Aprovado
Aluno_1276;18;17;19;10;10;14.8;Aprovado
Aluno_1277;7;18;7;5;2;7.8;Reprovado
Aluno_1278;20;15;13;10;7;13.0;Aprovado
Aluno_1279;16;1;17;2;19;11.0;Aprovado
Aluno_1280;4;7;15;14;18;11.6;Aprovado
Aluno_1281;15;5;8;0;9;7.4;Reprovado
Aluno_1282;5;11;14;6;15;10.2;Aprovado
Aluno_1283;7;14;9;0;4;6.8;Reprovado
Aluno_1284;17;7;15;16;19;14.8;Aprovado
Aluno_1285;11;3;3;8;8;6.6;Reprovado
Aluno_1286;14;14;19;12;7;13.2;Aprovado
Aluno_1287;8;19;12;10;10;11.8;Aprovado
Aluno_1288;12;16;4;19;15;13.2;Aprovado
Aluno_1289;14;12;6;5;6;8.6;Reprovado
Aluno_1290;9;17;8;0;14;9.6;Aprovado
Aluno_1291;15;1;7;6;20;9.8;Aprovado
Aluno_1292;6;12;15;11;19;12.6;Aprovado
Aluno_1293;16;12;5;19;16;13.6;Aprovado
Aluno_1294;20;14;15;18;5;14.4;Aprovado
Aluno_1295;6;19;5;16;14;12.0;Aprovado
Aluno_1296;13;9;13;3;7;9.0;Reprovado
Aluno_1297;14;2;20;2;6;8.8;Reprovado
Aluno_1298;20;18;0;0;1;7.8;Reprovado
Aluno_1299;6;2;8;17;12;9.0;Reprovado
Aluno_1300;8;13;12;20;5;11.6;Aprovado
Aluno_1301;18;7;18;14;4;12.2;Aprovado
Aluno_1302;15;3;16;7;19;12.0;Aprovado
Aluno_1303;7;19;10;0;0;7.2;Reprovado
Aluno_1304;17;10;7;19;17;14.0;Aprovado
Aluno_1305;17;10;4;13;14;11.6;Aprovado
Aluno_1306;19;10;9;3;9;10.0;Aprovado
Aluno_1307;6;1;6;4;2;3.8;Reprovado
Aluno_1308;2;16;9;12;4;8.6;Reprovado
Aluno_1309;17;8;3;14;12;10.8;Aprovado
Aluno_1310;9;1;8;5;7;6.0;Reprovado
Aluno_1311;6;14;13;0;20;10.6;Aprovado
Aluno_1312;16;15;1;18;1;10.2;Aprovado
Aluno_1313;13;3;8;12;8;8.8;Reprovado
Aluno_1314;2;7;20;5;16;10.0;Aprovado
Aluno_1315;11;8;0;14;17;10.0;Aprovado
Aluno_1316;12;4;9;15;12;10.4;Aprovado
Aluno_1317;1;15;9;15;0;8.0;Reprovado
Aluno_1318;2;12;19;9;11;10.6;Aprovado
Aluno_1319;4;6;2;8;19;7.8;Reprovado
Aluno_1320;10;19;5;8;19;12.2;Aprovado
Aluno_1321;7;16;5;16;20;12.8;Aprovado
Aluno_1322;11;2;20;16;4;10.6;Aprovado
Aluno_1323;6;4;1;16;7;6.8;Reprovado
Aluno_1324;14;18;17;11;14;14.8;Aprovado
Aluno_1325;16;11;1;12;2;8.4;Reprovado
Aluno_1326;3;6;11;11;5;7.2;Reprovado
Aluno_1327;12;8;4;13;12;9.8;Aprovado
Aluno_1328;17;5;19;9;11;12.2;Aprovado
Aluno_1329;0;16;6;18;18;11.6;Aprovado
Aluno_1330;15;15;15;1;17;12.6;Aprovado
Aluno_1331;12;2;19;3;0;7.2;Reprovado
Aluno_1332;9;20;0;18;6;10.6;Aprovado
Aluno_1333;11;3;0;6;11;6.2;Reprovado
Aluno_1334;1;9;16;14;9;9.8;Aprovado
Aluno_1335;2;4;0;14;11;6.2;Reprovado
Aluno_1336;9;20;20;5;10;12.8;Aprovado
Aluno_1337;1;9;19;2;3;6.8;Reprovado
Aluno_1338;12;11;12;5;18;11.6;Aprovado
Aluno_1339;12;9;8;15;5;9.8;Aprovado
Aluno_1340;17;12;14;1;8;10.4;Aprovado
Aluno_1341;2;10;2;6;19;7.8;Reprovado
Aluno_1342;6;15;13;10;9;10.6;Aprovado
Aluno_1343;13;7;10;6;4;8.0;Reprovado
Aluno_1344;19;7;11;3;12;10.4;Aprovado
Aluno_1345;16;7;12;19;8;12.4;Aprovado
Aluno_1346;20;12;12;6;1;10.2;Aprovado
Aluno_1347;11;1;0;3;17;6.4;Reprovado
Aluno_1348;15;11;9;11;20;13.2;Aprovado
Aluno_1349;11;9;2;4;0;5.2;Reprovado
Aluno_1350;14;11;3;18;20;13.2;Aprovado
Aluno_1351;9;10;15;4;11;9.8;Aprovado
Aluno_1352;6;14;7;18;9;10.8;Aprovado
Aluno_1353;19;15;15;20;1;14.0;Aprovado
Aluno_1354;4;16;16;2;8;9.2;Reprovado
Aluno_1355;0;1;18;10;1;6.0;Reprovado
Aluno_1356;16;17;14;6;13;13.2;Aprovado
Aluno_1357;2;11;15;16;10;10.8;Aprovado
Aluno_1358;12;18;14;8;10;12.4;Aprovado
Aluno_1359;13;17;1;20;16;13.4;Aprovado
Aluno_1360;17;16;10;8;3;10.8;Aprovado
Aluno_1361;3;5;0;9;12;5.8;Reprovado
Aluno_1362;17;14;14;12;6;12.6;Aprovado
Aluno_1363;4;2;18;14;15;10.6;Aprovado
Aluno_1364;15;5;3;4;0;5.4;Reprovado
Aluno_1365;0;2;10;2;12;5.2;Reprovado
Aluno_1366;20;0;4;7;0;6.2;Reprovado
Aluno_1367;13;12;2;19;10;11.2;Aprovado
Aluno_1368;14;20;12;9;5;12.0;Aprovado
Aluno_1369;8;13;9;12;19;12.2;Aprovado
Aluno_1370;14;12;10;2;2;8.0;Reprovado
Aluno_1371;16;3;17;7;11;10.8;Aprovado
Aluno_1372;3;6;1;8;4;4.4;Reprovado
Aluno_1373;11;9;6;20;8;10.8;Aprovado
Aluno_1374;4;6;8;11;11;8.0;Reprovado
Aluno_1375;4;20;9;10;9;10.4;Aprovado
Aluno_1376;10;14;17;1;18;12.0;Aprovado
Aluno_1377;5;14;6;17;4;9.2;Reprovado
Aluno_1378;6;3;6;8;4;5.4;Reprovado
Aluno_1379;13;5;2;1;8;5.8;Reprovado
Aluno_1380;10;19;11;1;19;12.0;Aprovado
Aluno_1381;12;4;6;2;16;8.0;Reprovado
Aluno_1382;1;19;16;15;9;12.0;Aprovado
Aluno_1383;6;11;0;18;20;11.0;Aprovado
Aluno_1384;19;0;4;3;0;5.2;Reprovado
Aluno_1385;3;7;15;17;15;11.4;Aprovado
Aluno_1386;7;0;14;19;14;10.8;Aprovado
Aluno_1387;19;4;1;17;16;11.4;Aprovado
Aluno_1388;20;5;8;9;19;12.2;Aprovado
Aluno_1389;18;20;6;10;12;13.2;Aprovado
Aluno_1390;12;2;3;16;0;6.6;Reprovado
Aluno_1391;13;14;19;19;7;14.4;Aprovado
Aluno_1392;9;4;17;15;4;9.8;Aprovado
Aluno_1393;10;13;20;19;5;13.4;Aprovado
Aluno_1394;1;17;3;12;19;10.4;Aprovado
Aluno_1395;8;15;12;1;13;9.8;Aprovado
Aluno_1396;16;5;0;1;10;6.4;Reprovado
Aluno_1397;2;13;2;13;5;7.0;Reprovado
Aluno_1398;5;7;15;3;10;8.0;Reprovado
Aluno_1399;4;6;3;16;12;8.2;Reprovado
Aluno_1400;4;7;15;12;11;9.8;Aprovado
Aluno_1401;14;12;18;3;1;9.6;Aprovado
Aluno_1402;16;5;0;2;20;8.6;Reprovado
Aluno_1403;8;17;4;11;2;8.4;Reprovado
Aluno_1404;2;1;18;7;3;6.2;Reprovado
Aluno_1405;19;7;10;1;16;10.6;Aprovado
Aluno_1406;16;10;12;5;5;9.6;Aprovado
Aluno_1407;9;0;19;9;6;8.6;Reprovado
Aluno_1408;2;5;4;11;14;7.2;Reprovado
Aluno_1409;17;15;20;20;10;16.4;Aprovado
Aluno_1410;17;19;3;9;2;10.0;Aprovado
Aluno_1411;16;11;3;9;5;8.8;Reprovado
Aluno_1412;2;10;3;2;1;3.6;Reprovado
Aluno_1413;2;9;3;19;13;9.2;Reprovado
Aluno_1414;5;2;19;9;8;8.6;Reprovado
Aluno_1415;12;12;20;8;17;13.8;Aprovado
Aluno_1416;14;2;17;19;18;14.0;Aprovado
Aluno_1417;8;14;17;18;11;13.6;Aprovado
Aluno_1418;3;15;15;13;12;11.6;Aprovado
Aluno_1419;13;12;8;1;11;9.0;Reprovado
Aluno_1420;4;16;17;4;11;10.4;Aprovado
Aluno_1421;1;2;1;19;17;8.0;Reprovado
Aluno_1422;10;19;20;7;8;12.8;Aprovado
Aluno_1423;8;10;3;6;16;8.6;Reprovado
Aluno_1424;2;20;11;5;20;11.6;Aprovado
Aluno_1425;8;18;6;10;15;11.4;Aprovado
Aluno_1426;2;10;14;11;16;10.6;Aprovado
Aluno_1427;1;15;6;17;20;11.8;Aprovado
Aluno_1428;11;20;20;18;7;15.2;Aprovado
Aluno_1429;9;2;16;9;10;9.2;Reprovado
Aluno_1430;8;5;15;20;1;9.8;Aprovado
Aluno_1431;14;13;18;13;7;13.0;Aprovado
Aluno_1432;7;17;8;2;11;9.0;Reprovado
Aluno_1433;4;16;13;17;20;14.0;Aprovado
Aluno_1434;10;3;16;14;0;8.6;Reprovado
Aluno_1435;1;14;4;5;12;7.2;Reprovado
Aluno_1436;14;10;1;9;20;10.8;Aprovado
Aluno_1437;5;2;19;11;16;10.6;Aprovado
Aluno_1438;7;2;15;6;13;8.6;Reprovado
Aluno_1439;4;15;13;16;13;12.2;Aprovado
Aluno_1440;15;4;13;0;15;9.4;Reprovado
Aluno_1441;17;20;0;17;16;14.0;Aprovado
Aluno_1442;5;9;2;14;5;7.0;Reprovado
Aluno_1443;4;18;6;18;6;10.4;Aprovado
Aluno_1444;15;3;14;0;0;6.4;Reprovado
Aluno_1445;12;18;18;4;14;13.2;Aprovado
Aluno_1446;4;10;19;14;19;13.2;Aprovado
Aluno_1447;12;1;1;2;20;7.2;Reprovado
Aluno_1448;16;9;18;0;17;12.0;Aprovado
Aluno_1449;17;10;8;7;12;10.8;Aprovado
Aluno_1450;7;19;18;11;1;11.2;Aprovado
Aluno_1451;12;15;4;18;18;13.4;Aprovado
Aluno_1452;18;18;17;11;14;15.6;Aprovado
Aluno_1453;2;10;15;12;11;10.0;Aprovado
Aluno_1454;7;13;3;0;14;7.4;Reprovado
Aluno_1455;1;1;11;18;17;9.6;Aprovado
Aluno_1456;7;4;6;5;13;7.0;Reprovado
Aluno_1457;12;4;13;7;5;8.2;Reprovado
Aluno_1458;12;18;11;3;11;11.0;Aprovado
Aluno_1459;0;20;2;4;19;9.0;Reprovado
Aluno_1460;5;11;4;6;5;6.2;Reprovado
Aluno_1461;18;17;16;3;8;12.4;Aprovado
Aluno_1462;15;3;9;19;3;9.8;Aprovado
Aluno_1463;7;16;9;3;16;10.2;Aprovado
Aluno_1464;0;9;10;14;1;6.8;Reprovado
Aluno_1465;15;19;16;20;15;17.0;Aprovado
Aluno_1466;8;5;4;4;13;6.8;Reprovado
Aluno_1467;12;13;12;8;7;10.4;Aprovado
Aluno_1468;10;10;9;1;13;8.6;Reprovado
Aluno_1469;12;10;8;6;1;7.4;Reprovado
Aluno_1470;20;17;16;16;15;16.8;Aprovado
Aluno_1471;9;17;0;15;3;8.8;Reprovado
Aluno_1472;3;10;3;16;0;6.4;Reprovado
Aluno_1473;5;20;3;19;19;13.2;Aprovado
Aluno_1474;6;11;17;1;13;9.6;Aprovado
Aluno_1475;4;4;8;10;7;6.6;Reprovado
Aluno_1476;10;8;17;1;2;7.6;Reprovado
Aluno_1477;12;8;13;0;4;7.4;Reprovado
Aluno_1478;18;9;14;1;5;9.4;Reprovado
Aluno_1479;9;18;5;8;7;9.4;Reprovado
Aluno_1480;9;0;9;1;5;4.8;Reprovado
Aluno_1481;10;6;14;14;5;9.8;Aprovado
Aluno_1482;20;3;3;9;3;7.6;Reprovado
Aluno_1483;6;0;17;14;6;8.6;Reprovado
Aluno_1484;17;14;17;9;18;15.0;Aprovado
Aluno_1485;3;7;16;16;6;9.6;Aprovado
Aluno_1486;1;11;11;8;2;6.6;Reprovado
Aluno_1487;13;17;6;17;7;12.0;Aprovado
Aluno_1488;12;14;15;3;0;8.8;Reprovado
Aluno_1489;11;16;10;8;0;9.0;Reprovado
Aluno_1490;6;13;13;15;13;12.0;Aprovado
Aluno_1491;1;13;2;3;5;4.8;Reprovado
Aluno_1492;12;17;18;15;9;14.2;Aprovado
Aluno_1493;13;19;17;18;13;16.0;Aprovado
Aluno_1494;16;17;9;0;3;9.0;Reprovado
Aluno_1495;8;15;5;5;5;7.6;Reprovado
Aluno_1496;16;0;12;9;15;10.4;Aprovado
Aluno_1497;7;10;9;15;20;12.2;Aprovado
Aluno_1498;1;14;17;3;0;7.0;Reprovado
Aluno_1499;12;11;19;12;5;11.8;Aprovado
Aluno_1500;2;7;15;15;8;9.4;Reprovado
Aluno_1501;15;19;5;19;14;14.4;Aprovado
Aluno_1502;5;5;12;5;11;7.6;Reprovado
Aluno_1503;18;2;3;10;2;7.0;Reprovado
Aluno_1504;6;12;13;2;10;8.6;Reprovado
Aluno_1505;9;12;0;19;14;10.8;Aprovado
Aluno_1506;8;1;19;9;2;7.8;Reprovado
Aluno_1507;1;4;4;0;13;4.4;Reprovado
Aluno_1508;14;16;7;19;1;11.4;Aprovado
Aluno_1509;4;5;11;10;3;6.6;Reprovado
Aluno_1510;3;1;1;11;18;6.8;Reprovado
Aluno_1511;19;3;11;13;11;11.4;Aprovado
Aluno_1512;3;10;4;7;1;5.0;Reprovado
Aluno_1513;17;7;4;10;16;10.8;Aprovado
Aluno_1514;3;11;12;3;2;6.2;Reprovado
Aluno_1515;16;7;8;6;9;9.2;Reprovado
Aluno_1516;11;10;9;9;15;10.8;Aprovado
Aluno_1517;16;19;0;18;8;12.2;Aprovado
Aluno_1518;9;7;2;3;10;6.2;Reprovado
Aluno_1519;0;7;17;1;20;9.0;Reprovado
Aluno_1520;17;16;11;20;14;15.6;Aprovado
Aluno_1521;17;19;2;17;2;11.4;Aprovado
Aluno_1522;13;19;8;13;15;13.6;Aprovado
Aluno_1523;14;15;1;15;20;13.0;Aprovado
Aluno_1524;11;13;2;10;20;11.2;Aprovado
Aluno_1525;3;10;13;9;20;11.0;Aprovado
Aluno_1526;2;6;3;16;11;7.6;Reprovado
Aluno_1527;19;15;18;13;4;13.8;Aprovado
